title,is_answered,creation_timestamp,creation_date,year,month,answer_count,score,view_count,tags,year_month,comparative_year,Technology
How to convert a spark dataframe into a databrick koalas dataframe?,True,1561132709,2019-06-21,2019,6,2,7,7290,"['python-3.x', 'dataframe', 'databricks']",201906,4,Databricks
static analysis for Databricks notebooks,False,1561132721,2019-06-21,2019,6,0,1,205,"['azure', 'azure-devops', 'databricks', 'azure-databricks']",201906,4,Databricks
Save schema of dataframe in S3 location,True,1561135079,2019-06-21,2019,6,2,2,2575,"['apache-spark', 'amazon-s3', 'pyspark', 'databricks']",201906,4,Databricks
How can I resolve &quot;SparkException: Exception thrown in Future.get&quot; issue?,True,1561149626,2019-06-21,2019,6,3,3,6628,"['python', 'pyspark', 'databricks', 'azure-databricks']",201906,4,Databricks
Databricks connect to CosmosDB (MongoAPI) via mongo_spark_connector,False,1561346279,2019-06-24,2019,6,1,0,399,"['mongodb', 'pyspark', 'azure-cosmosdb', 'databricks']",201906,4,Databricks
Run Databricks notebook jobs via API in a shared context,False,1561355919,2019-06-24,2019,6,0,1,238,"['rest', 'apache-spark', 'databricks']",201906,4,Databricks
SCALA and Elastic Search: Add symbol to classpath (Databricks),True,1561379704,2019-06-24,2019,6,1,0,99,"['scala', 'elasticsearch', 'dependencies', 'sbt', 'databricks']",201906,4,Databricks
Change the default language for databricks notebook,True,1561405097,2019-06-24,2019,6,2,3,1939,"['python', 'scala', 'jupyter-notebook', 'databricks']",201906,4,Databricks
Drop partition columns when writing parquet in pyspark,True,1561409920,2019-06-24,2019,6,2,1,2857,"['python', 'apache-spark', 'pyspark', 'databricks']",201906,4,Databricks
Spark 2.4 CSV Load Issue with option &quot;nullvalue&quot;,True,1561459963,2019-06-25,2019,6,1,2,6638,"['scala', 'apache-spark', 'databricks', 'spark-csv']",201906,4,Databricks
Execute a Databricks Notebook with PySpark code using Apache Airflow,True,1561475900,2019-06-25,2019,6,1,2,1532,"['python', 'apache-spark', 'airflow', 'databricks']",201906,4,Databricks
Undo a deleted cell in databricks notebook?,True,1561486898,2019-06-25,2019,6,2,0,2075,"['databricks', 'spark-notebook']",201906,4,Databricks
Converting dataframe to XML in spark throws Null Pointer Exception in StaxXML while writing to file system,True,1561492053,2019-06-25,2019,6,2,0,850,"['xml', 'scala', 'apache-spark', 'databricks', 'stax']",201906,4,Databricks
Load CSVs - unable to pass file paths from dataframe,True,1561564190,2019-06-26,2019,6,1,-1,38,"['scala', 'apache-spark', 'dataframe', 'databricks', 'azure-databricks']",201906,4,Databricks
How to extract an element from a array in rows in pyspark,False,1561569720,2019-06-26,2019,6,0,0,32,"['python', 'pandas', 'pyspark', 'databricks']",201906,4,Databricks
Spark Structured Streaming Databricks Event Hub Schema Defining issue,False,1561582238,2019-06-26,2019,6,1,0,521,"['scala', 'apache-spark', 'databricks', 'spark-structured-streaming']",201906,4,Databricks
Databricks Azure database warehouse saving tables,False,1561607660,2019-06-27,2019,6,1,1,234,"['databricks', 'azure-sqldw']",201906,4,Databricks
Databricks: function with dataframe as a parameter (SCALA),False,1561617527,2019-06-27,2019,6,1,0,184,"['scala', 'databricks']",201906,4,Databricks
Create External table in Azure databricks,True,1561641961,2019-06-27,2019,6,2,7,6328,"['azure', 'hive', 'databricks', 'azure-databricks', 'external-tables']",201906,4,Databricks
How to get the path of the Databricks Notebook dynamically?,True,1561844392,2019-06-29,2019,6,2,3,1185,"['python', 'pyspark', 'databricks', 'azure-databricks']",201906,4,Databricks
How to get the actual file name in exception message in Databricks?,False,1561921643,2019-06-30,2019,6,0,0,85,"['python-3.x', 'pyspark', 'databricks', 'azure-databricks']",201906,4,Databricks
databricks - mounted S3 - how to get file metadata like last modified date (Python),True,1561970966,2019-07-01,2019,7,1,1,3440,"['python', 'apache-spark', 'databricks', 'azure-databricks']",201907,4,Databricks
Rename Nested Json data in schema,False,1561998037,2019-07-01,2019,7,1,0,493,"['scala', 'apache-spark', 'apache-spark-sql', 'databricks']",201907,4,Databricks
Writing to SQL Server datetime datatype from Scala/Spark,False,1562052317,2019-07-02,2019,7,0,7,1561,"['sql-server', 'scala', 'apache-spark', 'databricks']",201907,4,Databricks
Find a character index in string in spark sql,True,1562057586,2019-07-02,2019,7,1,3,13488,"['apache-spark-sql', 'pyspark-sql', 'databricks']",201907,4,Databricks
java.lang.RuntimeException: Unsupported literal type class org.joda.time.DateTime,True,1562059028,2019-07-02,2019,7,1,2,3981,"['scala', 'datetime', 'jodatime', 'databricks', 'runtimeexception']",201907,4,Databricks
How to set environment variable in databricks?,True,1562082250,2019-07-02,2019,7,1,6,10739,"['apache-spark', 'environment-variables', 'databricks']",201907,4,Databricks
How to change experiment being tracked by Databricks &quot;runs&quot; tab?,True,1562089677,2019-07-02,2019,7,1,0,213,"['python', 'databricks', 'mlflow']",201907,4,Databricks
want to know the working of fractions part in the code.I am beginner.Please give me clear explanation,False,1562139664,2019-07-03,2019,7,1,0,47,"['pyspark', 'databricks']",201907,4,Databricks
How can I use relative paths from an R Notebook in Databricks?,True,1562246766,2019-07-04,2019,7,1,3,1478,"['r', 'relative-path', 'databricks', 'azure-databricks']",201907,4,Databricks
Create new Dataframe from Json element inside XML using Pyspark,False,1562313186,2019-07-05,2019,7,0,0,76,"['pyspark', 'databricks']",201907,4,Databricks
"Databricks CLI, terminate cluster",True,1562319570,2019-07-05,2019,7,1,1,809,"['azure', 'databricks', 'azure-databricks', 'databricks-cli']",201907,4,Databricks
"Databricks, AzureCredentialNotFoundException",False,1562326897,2019-07-05,2019,7,1,2,1030,"['databricks', 'azure-databricks']",201907,4,Databricks
"Access key or secret key is null, com.amazonaws.auth.InstanceProfileCredentials",False,1562334587,2019-07-05,2019,7,0,1,562,"['c#', '.net', 'amazon-web-services', 'amazon-iam', 'databricks']",201907,4,Databricks
&#39;DataFrame&#39; object has no attribute &#39;copy&#39;,True,1562526681,2019-07-07,2019,7,1,2,2616,"['python', 'dataframe', 'databricks']",201907,4,Databricks
Pyspark/Databricks - org.apache.spark.SparkException: Job aborted due to stage failure:,False,1562538284,2019-07-07,2019,7,0,1,1078,"['python', 'pyspark', 'databricks']",201907,4,Databricks
PySpark - Generate StructType from string,True,1562577087,2019-07-08,2019,7,1,0,147,"['pyspark', 'databricks', 'azure-databricks']",201907,4,Databricks
Using service principal to access blob storage from Databricks,True,1562592727,2019-07-08,2019,7,1,1,559,"['databricks', 'azure-databricks']",201907,4,Databricks
Table in azure databricks does not update or overwrite its contents. How could I programmatically do it using python code?,True,1562650540,2019-07-09,2019,7,1,-1,213,"['python', 'azure', 'databricks']",201907,4,Databricks
Difference between Databricks Runtime ML &amp; ML Flow,True,1562667163,2019-07-09,2019,7,1,1,127,"['azure', 'databricks']",201907,4,Databricks
Creating User Defined (not temporary) Function in Spark-SQL for Azure Databricks,True,1562738751,2019-07-10,2019,7,2,3,3234,"['sql', 'scala', 'apache-spark', 'apache-spark-sql', 'databricks']",201907,4,Databricks
Unable to parse Delimiter of type \u0003 while reading Text file in Databricks(Scala),False,1562858473,2019-07-11,2019,7,2,0,248,"['scala', 'databricks']",201907,4,Databricks
Programatically importing library to workspace in Databricks,True,1562918086,2019-07-12,2019,7,1,3,965,"['databricks', 'azure-databricks']",201907,4,Databricks
reading data from URL using spark databricks platform,True,1562965543,2019-07-12,2019,7,2,8,12717,"['scala', 'apache-spark', 'pyspark', 'apache-spark-sql', 'databricks']",201907,4,Databricks
Spark DataFrame - Applying Schema shows nullable always true,False,1563118245,2019-07-14,2019,7,0,2,79,"['apache-spark', 'databricks']",201907,4,Databricks
How to use MLfLow with private git repositories?,True,1563170204,2019-07-15,2019,7,1,2,884,"['git', 'gitlab', 'databricks', 'mlflow']",201907,4,Databricks
what is the cluster manager used in Databricks ? How do I change the number of executors in Databricks clusters?,True,1563214924,2019-07-15,2019,7,2,5,1907,"['apache-spark', 'databricks', 'azure-databricks']",201907,4,Databricks
Trouble when writing the data to Delta Lake in Azure databricks (Incompatible format detected),True,1563265288,2019-07-16,2019,7,2,6,9602,"['databricks', 'azure-databricks', 'delta-lake']",201907,4,Databricks
Bad magic number for central directory in databricks,False,1563293660,2019-07-16,2019,7,1,0,899,"['python', 'azure', 'zip', 'databricks']",201907,4,Databricks
How to zip two RDDs (Scala),True,1563295847,2019-07-16,2019,7,1,1,534,"['scala', 'apache-spark', 'zip', 'rdd', 'databricks']",201907,4,Databricks
Input data received all in lowercase on spark streaming in databricks using DataFrame,True,1563394203,2019-07-17,2019,7,1,0,105,"['scala', 'apache-spark', 'dataframe', 'databricks']",201907,4,Databricks
For loop for bokeh in databricks,True,1563422184,2019-07-18,2019,7,1,0,336,"['python', 'bokeh', 'databricks']",201907,4,Databricks
Avro file error while loading decimal field into Redshift table using Databricks,True,1563437398,2019-07-18,2019,7,1,0,307,"['apache-spark', 'apache-spark-sql', 'amazon-redshift', 'avro', 'databricks']",201907,4,Databricks
Is a single Spark task ever multithreaded?,True,1563549952,2019-07-19,2019,7,1,0,351,"['apache-spark', 'databricks']",201907,4,Databricks
Databricks CLI Configuration Error &quot;Please reconfigure with dbfs configure&quot;,False,1563551239,2019-07-19,2019,7,2,3,2015,"['python', 'databricks', 'databricks-cli']",201907,4,Databricks
Condition only pulling records where someone from an account number calls more that 2 times for a category for last three months,False,1563552462,2019-07-19,2019,7,0,0,34,"['sql', 'databricks']",201907,4,Databricks
databricks error to copy and read file from to dbfs that is &gt; 2gb,True,1563556343,2019-07-19,2019,7,1,1,2533,"['csv', 'apache-spark', 'databricks']",201907,4,Databricks
"Not able initiate H2OContext on databricks , pysparkling",False,1563650734,2019-07-20,2019,7,1,0,191,"['python', 'pyspark', 'h2o', 'databricks']",201907,4,Databricks
"I want to run a nested query, where first perform a left join and then pull out data where Volume &gt;= 2 and Date for last 3 months",True,1563804352,2019-07-22,2019,7,1,1,33,"['sql', 'databricks']",201907,4,Databricks
Databricks - How can I copy driver logs to my machine?,True,1563805452,2019-07-22,2019,7,1,3,1701,"['databricks', 'azure-databricks']",201907,4,Databricks
AttributeError: module &#39;gensim.utils&#39; has no attribute &#39;smart_open&#39;,True,1563806285,2019-07-22,2019,7,2,2,4107,"['python', 'gensim', 'databricks', 'doc2vec']",201907,4,Databricks
Why does Databricks Connect Test not work on Mac?,False,1563813542,2019-07-22,2019,7,1,1,2180,"['apache-spark', 'pyspark', 'databricks']",201907,4,Databricks
"Is there any method in dbutils to check existence of a file, something like dbutils.fs.exits?",False,1563863683,2019-07-23,2019,7,1,0,741,"['scala', 'apache-spark', 'databricks', 'azure-databricks']",201907,4,Databricks
How to give to other users &#39;Can Manage&#39; permissions on Databricks clusters with a script/REST API?,False,1563874727,2019-07-23,2019,7,1,0,191,"['databricks', 'azure-databricks', 'azure-rest-api']",201907,4,Databricks
couldn&#39;t save table in azure databricks,True,1563906801,2019-07-23,2019,7,2,1,575,"['azure', 'apache-spark', 'databricks']",201907,4,Databricks
I see empty canvass while using Folium in Databricks,True,1563917275,2019-07-23,2019,7,1,0,122,"['python', 'iframe', 'databricks', 'folium']",201907,4,Databricks
error: java.io.IOException caused by com.microsoft.azure.storage.StorageException: Blob hash mismatch,False,1563935179,2019-07-24,2019,7,0,1,479,"['azure', 'hash', 'azure-blob-storage', 'databricks']",201907,4,Databricks
"Same Apache Spark query, Different Execution Plan on local/EMR Spark vs Databricks",False,1563956766,2019-07-24,2019,7,0,1,116,"['apache-spark', 'databricks']",201907,4,Databricks
Assume IAM Role to store MLFlow Artifact on S3 bucket in another account,False,1563960420,2019-07-24,2019,7,0,3,546,"['amazon-s3', 'amazon-iam', 'databricks', 'mlflow']",201907,4,Databricks
How to execute Spark code locally with databricks-connect?,True,1563981396,2019-07-24,2019,7,1,6,1488,"['azure', 'apache-spark', 'databricks', 'azure-databricks']",201907,4,Databricks
Efficient way to execute udf based on group,False,1564035422,2019-07-25,2019,7,0,0,32,"['performance', 'pyspark', 'databricks', 'azure-databricks']",201907,4,Databricks
Can&#39;t read .xlsx file on Azure Databricks,True,1564040527,2019-07-25,2019,7,1,0,4820,"['python', 'excel', 'pyspark', 'databricks']",201907,4,Databricks
"What is the reason for inconsistent counts in Pyspark, Spark SQL and toPandas().shape?",True,1564054181,2019-07-25,2019,7,1,2,608,"['pandas', 'apache-spark', 'pyspark', 'apache-spark-sql', 'databricks']",201907,4,Databricks
Why can&#39;t Databricks Python read from my Azure Datalake Storage Gen1?,True,1564062600,2019-07-25,2019,7,1,3,1262,"['python', 'pyspark', 'azure-data-lake', 'databricks', 'azure-databricks']",201907,4,Databricks
Saving Matplotlib Output to DBFS on Databricks,True,1564063200,2019-07-25,2019,7,2,10,3956,"['matplotlib', 'databricks']",201907,4,Databricks
how to fix usage of pyspark.dbutils on databricks which was used in development by databricks connect?,False,1564063433,2019-07-25,2019,7,1,1,1090,['databricks'],201907,4,Databricks
Databricks Connect test does not start - Service &#39;SparkUI&#39; could not bind on port,False,1564082419,2019-07-25,2019,7,0,4,454,"['databricks', 'azure-databricks']",201907,4,Databricks
use Spline for getting data lineage with Dababricks without mongodb,False,1564098179,2019-07-26,2019,7,0,4,378,"['azure', 'databricks', 'azure-databricks']",201907,4,Databricks
Issue in databricks mechanism when exporting CSV with greek characters,False,1564128440,2019-07-26,2019,7,1,0,673,"['csv', 'encoding', 'pyspark', 'databricks', 'azure-databricks']",201907,4,Databricks
What is the equivalent of Google Cloud Datalab(jupyter notebook service) managed service provided in Amazon Cloud,True,1564344025,2019-07-28,2019,7,1,0,196,"['jupyter-notebook', 'databricks', 'google-cloud-datalab']",201907,4,Databricks
How to set apache spark config to run in cluster mode as a databricks job,True,1564406202,2019-07-29,2019,7,1,0,153,"['apache-spark', 'databricks']",201907,4,Databricks
Copying files from databricks to blob storage results in files of 0 size,True,1564409719,2019-07-29,2019,7,1,3,4103,"['python', 'azure', 'azure-blob-storage', 'databricks']",201907,4,Databricks
Ways to Plot Spark Dataframe without Converting it to Pandas,True,1564433119,2019-07-29,2019,7,3,8,19655,"['python', 'pandas', 'pyspark', 'databricks']",201907,4,Databricks
how to pivot columns and rows in databricks apache using scala?,True,1564501220,2019-07-30,2019,7,2,0,164,"['scala', 'apache-spark', 'databricks']",201907,4,Databricks
How to externalize and load property file from external path in a spark job when submitting the job,True,1564546751,2019-07-31,2019,7,1,0,1163,"['apache-spark', 'apache-spark-sql', 'databricks', 'typesafe', 'typesafe-config']",201907,4,Databricks
Azure- Column has a data type that cannot participate in a columnstore index,False,1564587757,2019-07-31,2019,7,1,0,2507,"['python', 'azure', 'databricks']",201907,4,Databricks
Databricks job getting javax.net.ssl.SSLHandshakeException: Received fatal alert: handshake_failure when calling api running in Google Cloud,True,1564598846,2019-07-31,2019,7,2,1,854,"['rest', 'http', 'apache-spark', 'google-cloud-platform', 'databricks']",201907,4,Databricks
Tensorflow estimator unknown Input/output error on Azure Databricks,False,1564666677,2019-08-01,2019,8,0,2,101,"['python-3.x', 'azure', 'tensorflow', 'databricks', 'azure-databricks']",201908,4,Databricks
How to add new columns to a dataframe in a loop using scala on Azure Databricks,True,1564695605,2019-08-01,2019,8,1,0,593,"['scala', 'apache-spark', 'apache-spark-sql', 'databricks', 'azure-databricks']",201908,4,Databricks
run spark job using databricks Resr API,True,1564761170,2019-08-02,2019,8,1,1,1431,"['rest', 'databricks', 'spark-submit']",201908,4,Databricks
assertion failed: conflicting directory structures detected. Suspicious paths,False,1564765542,2019-08-02,2019,8,1,4,1707,"['apache-spark', 'amazon-s3', 'pyspark', 'databricks']",201908,4,Databricks
How to connect Azure Web App with Databricks,True,1564772368,2019-08-02,2019,8,1,0,1160,"['python', 'azure', 'azure-web-app-service', 'databricks']",201908,4,Databricks
Group days into weeks with totals PySpark,True,1564954395,2019-08-04,2019,8,1,5,3750,"['apache-spark', 'apache-spark-sql', 'pyspark-sql', 'databricks']",201908,4,Databricks
How to highlight different environments,True,1564993299,2019-08-05,2019,8,2,0,107,"['databricks', 'azure-databricks']",201908,4,Databricks
Reading csv files from microsoft Azure using R,True,1564995154,2019-08-05,2019,8,1,3,1883,"['r', 'azure', 'databricks']",201908,4,Databricks
What is the easiest way to pull data from a blob and load it into a table in SQL Server?,True,1565214846,2019-08-07,2019,8,1,1,544,"['python', 'azure', 'azure-data-factory', 'databricks']",201908,4,Databricks
Connectivity to Oracle from Databricks,False,1565238373,2019-08-08,2019,8,1,0,2986,"['oracle', 'databricks']",201908,4,Databricks
Default schema value conversion fails in to_avro() while publishing data to Kafka using databricks spark-avro,False,1565264578,2019-08-08,2019,8,0,2,256,"['databricks', 'confluent-schema-registry', 'spark-avro']",201908,4,Databricks
How to create DataFrame Schema from Json schem file,True,1565283548,2019-08-08,2019,8,1,0,2469,"['scala', 'apache-spark', 'databricks']",201908,4,Databricks
How register a SQL Function in Spark Databricks,True,1565521390,2019-08-11,2019,8,2,0,1010,"['apache-spark', 'databricks']",201908,4,Databricks
Which of my Databricks notebook uses the cluster nodes?,True,1565534412,2019-08-11,2019,8,1,2,113,"['apache-spark', 'databricks', 'azure-databricks']",201908,4,Databricks
How to fill one dataframe rows cells depending on another dataframe rows values with a join?,False,1565599296,2019-08-12,2019,8,1,0,51,"['python', 'dataframe', 'pyspark', 'databricks', 'querying']",201908,4,Databricks
IllegalArgumentException: The input column cityIndex should have at least two distinct values,False,1565632018,2019-08-12,2019,8,0,1,1125,"['python', 'apache-spark', 'pyspark', 'databricks']",201908,4,Databricks
User Defined Function in withColumn called just once rather than per DF row,True,1565708728,2019-08-13,2019,8,2,3,455,"['python', 'apache-spark', 'pyspark', 'user-defined-functions', 'databricks']",201908,4,Databricks
for loop with seaborn not displaying all plots,True,1565798067,2019-08-14,2019,8,1,1,402,"['python', 'for-loop', 'seaborn', 'databricks']",201908,4,Databricks
INSERT data from spark dataframe to a table in SQL server,True,1565803586,2019-08-14,2019,8,3,2,4013,"['sql-server', 'scala', 'apache-spark-sql', 'databricks']",201908,4,Databricks
How to convert each column in a dataframe to a row with ColumnName and ColumnValue,True,1565874657,2019-08-15,2019,8,2,0,97,"['scala', 'apache-spark', 'apache-spark-sql', 'databricks']",201908,4,Databricks
Spark DataFrameReader from RedShift tempDir dump,True,1565923595,2019-08-16,2019,8,1,1,951,"['apache-spark', 'apache-spark-sql', 'amazon-redshift', 'databricks']",201908,4,Databricks
Databricks notebook getting stuck,False,1565936263,2019-08-16,2019,8,0,0,361,"['dataframe', 'apache-spark', 'apache-spark-sql', 'databricks']",201908,4,Databricks
Configure Databricks with MongoDB-Atlas,True,1565937035,2019-08-16,2019,8,2,0,437,"['databricks', 'mongodb-atlas']",201908,4,Databricks
Databricks notebook time out error when calling other notebooks: com.databricks.WorkflowException: java.net.SocketTimeoutException: Read timed out,True,1565973694,2019-08-16,2019,8,2,3,4546,"['apache-spark', 'apache-spark-sql', 'databricks', 'socket-timeout-exception']",201908,4,Databricks
"How the tasks in AirFlow/DAG find the executable files, which implemented the functions that should be performed by the tasks?",False,1566070956,2019-08-17,2019,8,0,1,197,"['java', 'python-3.x', 'docker', 'airflow', 'databricks']",201908,4,Databricks
MLflow 1.2.0 define MLproject file,False,1566187366,2019-08-19,2019,8,0,0,527,"['docker', 'databricks', 'mlflow']",201908,4,Databricks
How to use DataBricks dbutils jar outside notebook?,True,1566207702,2019-08-19,2019,8,2,4,2000,"['apache-spark', 'databricks', 'azure-databricks']",201908,4,Databricks
SQL Server 2019 - Connecting to Databricks Cluster using SSMS or Azure Data Studio,False,1566233114,2019-08-19,2019,8,1,0,1696,"['apache-spark-sql', 'ssms', 'databricks', 'azure-data-studio', 'sql-server-2019']",201908,4,Databricks
Can we have different schema per row-group in the same parquet file?,True,1566253621,2019-08-19,2019,8,1,1,545,"['apache-spark', 'parquet', 'databricks', 'azure-databricks']",201908,4,Databricks
Running Spark history Server at Context localhost:18080/sparkhistory instead at port localhost:18080,True,1566262361,2019-08-20,2019,8,1,0,181,"['apache-spark', 'apache-spark-sql', 'cloudera', 'databricks', 'apache-spark-2.0']",201908,4,Databricks
How to use a variables in SQL statement in databricks?,True,1566263360,2019-08-20,2019,8,1,2,3574,['databricks'],201908,4,Databricks
Databricks: Job having high shuffle write and executing very long,False,1566273494,2019-08-20,2019,8,0,0,46,"['databricks', 'fpgrowth']",201908,4,Databricks
Execution of cmd cells in databricks notebook based on some condition,True,1566315337,2019-08-20,2019,8,1,0,3437,"['pyspark', 'apache-spark-sql', 'databricks', 'azure-databricks', 'spark-notebook']",201908,4,Databricks
How to change number of layers of a raster brick,True,1566326016,2019-08-20,2019,8,1,-1,115,"['r', 'image', 'layer', 'sample', 'databricks']",201908,4,Databricks
Group by value within range in Azure Databricks,True,1566328074,2019-08-20,2019,8,2,2,500,"['python', 'azure', 'databricks', 'azure-databricks']",201908,4,Databricks
Spark-xml crashes on reading processing instructions,True,1566334505,2019-08-20,2019,8,1,0,645,"['xml', 'apache-spark', 'pyspark', 'databricks', 'apache-spark-xml']",201908,4,Databricks
How to Fancy-Index Into a PySpark DataFrame?,True,1566338215,2019-08-20,2019,8,1,1,70,"['python', 'indexing', 'pyspark', 'databricks']",201908,4,Databricks
Storage options in databricks,True,1566369116,2019-08-21,2019,8,1,5,2376,"['apache-spark', 'amazon-s3', 'pyspark', 'apache-spark-sql', 'databricks']",201908,4,Databricks
PySpark - list specific files and directories,False,1566393915,2019-08-21,2019,8,0,0,50,"['apache-spark', 'pyspark', 'databricks']",201908,4,Databricks
How to turn array&lt;int&gt; to int in pyspark?,False,1566401270,2019-08-21,2019,8,3,0,1429,"['arrays', 'casting', 'pyspark', 'databricks']",201908,4,Databricks
how to delete unmanaged delta lake table,True,1566421937,2019-08-21,2019,8,2,2,2174,"['databricks', 'azure-databricks', 'delta-lake']",201908,4,Databricks
How to import geohash scala package in databricks?,False,1566424565,2019-08-21,2019,8,1,-1,385,"['scala', 'databricks', 'azure-databricks', 'geohashing']",201908,4,Databricks
Pyspark list files by filtetypes in a directory,True,1566498243,2019-08-22,2019,8,2,1,1968,"['linux', 'apache-spark', 'pyspark', 'databricks']",201908,4,Databricks
Creating arrays from long table structure,False,1566507623,2019-08-22,2019,8,0,1,38,"['python', 'pyspark', 'databricks']",201908,4,Databricks
"How to find the average of a column in Spark Dataframe without SQL queries, and use it as a filter",False,1566548406,2019-08-23,2019,8,2,1,329,"['apache-spark', 'pyspark', 'apache-spark-sql', 'databricks']",201908,4,Databricks
spark read blob storage using wildcard,True,1566644192,2019-08-24,2019,8,1,2,1454,"['apache-spark', 'azure-blob-storage', 'databricks', 'azure-databricks']",201908,4,Databricks
How to maintain Primary Key columns in Databricks Delta Multi Cluster environment,False,1566733292,2019-08-25,2019,8,0,1,2649,"['apache-spark', 'pyspark', 'apache-spark-sql', 'databricks', 'azure-databricks']",201908,4,Databricks
Delta Lake rollback,True,1566860034,2019-08-26,2019,8,5,12,5225,"['apache-spark', 'rollback', 'databricks', 'delta-lake']",201908,4,Databricks
I am trying to run a query in sql where I change the fields to lowercase to make it consistent and sum the differetn fields,True,1566934953,2019-08-27,2019,8,1,-1,37,"['mysql', 'sql', 'databricks']",201908,4,Databricks
Databricks - Creating output file,True,1566994597,2019-08-28,2019,8,2,1,914,"['apache-spark', 'databricks']",201908,4,Databricks
Writing databricks dataframe to S3 using python,True,1567054964,2019-08-29,2019,8,1,3,5673,"['apache-spark', 'amazon-s3', 'pyspark', 'databricks']",201908,4,Databricks
Convert a string column to timestamp when read into spark,False,1567063937,2019-08-29,2019,8,1,1,377,"['apache-spark', 'timestamp', 'databricks']",201908,4,Databricks
Can&#39;t use &quot;update&quot; in outputMode() when writing stream data in spark,True,1567124668,2019-08-30,2019,8,1,1,1830,"['apache-spark', 'pyspark', 'databricks', 'delta', 'delta-lake']",201908,4,Databricks
Reading files from Azure Blob Storage by partition,True,1567125203,2019-08-30,2019,8,1,0,276,"['scala', 'azure', 'apache-spark', 'databricks']",201908,4,Databricks
&#39;SparkSession&#39; object has no attribute &#39;databricks&#39;,True,1567188513,2019-08-30,2019,8,1,0,776,"['apache-spark', 'pyspark', 'databricks', 'delta-lake']",201908,4,Databricks
Query based on spark dataframe cell value,False,1567205654,2019-08-30,2019,8,1,0,74,"['python', 'dataframe', 'apache-spark', 'databricks']",201908,4,Databricks
PySpark approxSimilarityJoin() not returning any results,False,1567216174,2019-08-31,2019,8,1,0,675,"['pyspark', 'databricks', 'nearest-neighbor', 'euclidean-distance']",201908,4,Databricks
How to retrive the original labels in a K-Means clustering : PySpark,False,1567341710,2019-09-01,2019,9,0,0,60,"['apache-spark', 'pyspark', 'apache-spark-mllib', 'databricks']",201909,4,Databricks
Unable to use SecretKey in Databricks,True,1567409903,2019-09-02,2019,9,1,0,287,"['databricks', 'azure-databricks', 'secret-key', 'apache-commons-dbutils']",201909,4,Databricks
Can&#39;t apply the SparkR::sampleBy function to a sparklyr dataframe,True,1567499362,2019-09-03,2019,9,1,1,256,"['apache-spark-sql', 'databricks', 'sparkr', 'sparklyr']",201909,4,Databricks
PySpark dataframe operation causes OutOfMemoryError,False,1567597559,2019-09-04,2019,9,3,5,1648,"['apache-spark', 'pyspark', 'out-of-memory', 'databricks', 'azure-databricks']",201909,4,Databricks
Creating external hive table in databricks,False,1567616337,2019-09-04,2019,9,1,0,447,"['hive', 'databricks']",201909,4,Databricks
Add a boolean column indicating if an ID is associated with a particular value in a different column?,True,1567624863,2019-09-04,2019,9,1,1,29,"['sql', 'sql-server', 'databricks']",201909,4,Databricks
Add Total rows with different values of columns,False,1567628593,2019-09-04,2019,9,1,1,27,"['pandas', 'pandas-groupby', 'databricks']",201909,4,Databricks
Restarting a cluster on databricks,True,1567678293,2019-09-05,2019,9,1,1,683,"['bash', 'azure', 'command-line', 'databricks']",201909,4,Databricks
can we pull data from on-premise or azure vm to azure databricks?,True,1567680195,2019-09-05,2019,9,1,0,142,"['azure', 'azure-sql-database', 'etl', 'databricks', 'azure-databricks']",201909,4,Databricks
Submitting jobs with different parameters using command line databricks,True,1567681866,2019-09-05,2019,9,1,2,1448,"['bash', 'azure', 'command-line', 'databricks']",201909,4,Databricks
Submit Python script to Databricks JOB,True,1567704199,2019-09-05,2019,9,1,3,3098,"['pyspark', 'gitlab', 'databricks', 'azure-databricks', 'gitlab-api']",201909,4,Databricks
Spark XML Tags are missing when null values are coming,True,1567706863,2019-09-05,2019,9,2,3,848,"['xml', 'scala', 'apache-spark', 'databricks']",201909,4,Databricks
How to get individual datasets of inner join after join when we have few non-join column names same?,True,1567707490,2019-09-05,2019,9,1,0,72,"['apache-spark', 'apache-spark-sql', 'spark-streaming', 'databricks']",201909,4,Databricks
How to save a dataframe result into a table in databricks?,True,1567789870,2019-09-06,2019,9,1,0,11003,"['python', 'nlp', 'databricks']",201909,4,Databricks
Parsing Error while adding fixed date column to dataframe,False,1567845222,2019-09-07,2019,9,0,0,86,"['scala', 'apache-spark', 'databricks', 'snowflake-cloud-data-platform']",201909,4,Databricks
Dataframe filtering with condition applied to list of columns,True,1567915379,2019-09-08,2019,9,2,3,104,"['pyspark', 'databricks']",201909,4,Databricks
How to create n subplots (box plots) automatically?,False,1567965422,2019-09-08,2019,9,3,0,63,"['python', 'pandas', 'matplotlib', 'databricks', 'azure-databricks']",201909,4,Databricks
Azure databricks DBFS mount not visible,False,1568013696,2019-09-09,2019,9,2,3,1222,"['azure', 'azure-blob-storage', 'databricks', 'azure-databricks']",201909,4,Databricks
Remove first and last row from the text file in pyspark,True,1568043402,2019-09-09,2019,9,1,0,2760,"['scala', 'apache-spark', 'pyspark', 'databricks']",201909,4,Databricks
databricks configure using cmd and R,True,1568105300,2019-09-10,2019,9,1,0,3404,"['r', 'command-line', 'databricks', 'azure-databricks']",201909,4,Databricks
