title,is_answered,creation_timestamp,creation_date,year,month,answer_count,score,view_count,tags,year_month,Technology
Turning select statement to a Report,False,1620628674,2021-05-10,2021,5,0,0,24,"['sql', 'database', 'pivot', 'azure-sql-managed-instance']",202105,Azure SQL Managed Instance
Azure Managed Instance :: Why Extended Stored Procedure are listed?,True,1621436912,2021-05-19,2021,5,2,0,192,"['sql-server', 'azure', 'security', 'azure-sql-managed-instance', 'azure-sql-server-managed-instance']",202105,Azure SQL Managed Instance
Azure free account - does it cover SQL Managed Instance?,True,1622912337,2021-06-05,2021,6,1,0,79,"['azure', 'azure-sql-managed-instance']",202106,Azure SQL Managed Instance
Azure Sql managed instance database mail to external emails blocked due to &quot;Relay Access Denied&quot;,False,1623550276,2021-06-13,2021,6,1,0,81,"['sp-send-dbmail', 'azure-sql-managed-instance']",202106,Azure SQL Managed Instance
Azure SQL Managed Instance - Run agent job accessing exe file on server share,False,1623695938,2021-06-14,2021,6,0,0,97,"['azure', 'sql-agent-job', 'azure-sql-managed-instance']",202106,Azure SQL Managed Instance
"cannot delete virtual cluster from azure portal ,it takes long time but still exists",True,1623809757,2021-06-16,2021,6,1,1,101,"['azure', 'azure-sql-database', 'azure-sql-managed-instance']",202106,Azure SQL Managed Instance
Publishing dacpac to Azure SQL Managed Instance from on prem SQL Server 2016 via PowerShell failing &quot;cannot publish to SQL Server 2014&quot;,False,1624003269,2021-06-18,2021,6,2,0,124,"['azure', 'powershell', 'tsql', 'azure-sql-managed-instance']",202106,Azure SQL Managed Instance
Failed to grant &quot;read&quot; permissions to the Managed Instance,True,1624261788,2021-06-21,2021,6,1,0,87,"['azure', 'azure-sql-managed-instance']",202106,Azure SQL Managed Instance
How to move dataset from Azure Managed Instance to Azure SQL using SSIS with change data capture,False,1625126686,2021-07-01,2021,7,1,0,50,"['azure', 'azure-sql-database', 'change-data-capture', 'azure-sql-managed-instance', 'azure-managed-database']",202107,Azure SQL Managed Instance
"I have been performing CDC task , after any insert/update operation, the CT table is not being reflected with any changes made",False,1625150994,2021-07-01,2021,7,0,0,7,"['cdc', 'azure-sql-managed-instance']",202107,Azure SQL Managed Instance
Check that a linked server is using the read only node,False,1626206650,2021-07-13,2021,7,0,0,24,"['sql-server', 'linked-server', 'azure-sql-managed-instance']",202107,Azure SQL Managed Instance
Create a transactional replication of SQL managed instance with CDC enabled,False,1626786480,2021-07-20,2021,7,0,0,17,"['transactional-replication', 'azure-sql-managed-instance']",202107,Azure SQL Managed Instance
Fix or avoid SQL71501 and SQL71561 build errors in SSDT referencing master DB in Azure Managed Instance?,False,1627978907,2021-08-03,2021,8,1,0,115,"['sql-server', 'azure', 'azure-sql-managed-instance']",202108,Azure SQL Managed Instance
Azure SQL -- what is vCore actually,False,1628658027,2021-08-11,2021,8,1,0,236,"['azure', 'azure-sql-database', 'azure-sql-managed-instance']",202108,Azure SQL Managed Instance
SQL Managed Instance Making Connectivity Easier for Users,False,1628714037,2021-08-11,2021,8,0,0,32,"['sql', 'dns', 'azure-sql-managed-instance']",202108,Azure SQL Managed Instance
Can I use an Azure SQL Database as the source for a replication publication?,False,1628805502,2021-08-12,2021,8,1,1,47,"['azure-sql-database', 'database-replication', 'azure-sql-managed-instance']",202108,Azure SQL Managed Instance
Connecting Microsoft Access to Sql Managed Instance,False,1629230647,2021-08-17,2021,8,0,1,62,"['ms-access', 'azure-sql-managed-instance']",202108,Azure SQL Managed Instance
SQL Agent Error 0xC0100037 - SSIS SQL Services Integration Services,False,1630912445,2021-09-06,2021,9,0,0,109,"['sql-server', 'azure', 'ssis', 'ssms', 'azure-sql-managed-instance']",202109,Azure SQL Managed Instance
sp_send_dbmail succeding but sometimes failing,False,1630979194,2021-09-07,2021,9,0,0,48,"['sql', 'sql-server', 'sp-send-dbmail', 'azure-sql-managed-instance']",202109,Azure SQL Managed Instance
Copy data from Azure SQL Managed Instance DB to Azure SQL Server DB,True,1633115676,2021-10-01,2021,10,1,0,87,"['sql-server', 'azure', 'azure-sql-managed-instance']",202110,Azure SQL Managed Instance
Removing Azure Sql Managed Instance admin user,True,1633639305,2021-10-07,2021,10,1,0,31,['azure-sql-managed-instance'],202110,Azure SQL Managed Instance
ODBC Driver 17 for SQL Server TCP Provider: Error code 0x68 [104],False,1633698818,2021-10-08,2021,10,0,0,136,"['python', 'sqlalchemy', 'azure-sql-managed-instance']",202110,Azure SQL Managed Instance
Setting up a linked server on a Managed SQL Instance,False,1634143325,2021-10-13,2021,10,2,0,134,"['azure', 'azure-sql-managed-instance']",202110,Azure SQL Managed Instance
"Granting Azure SQL MI -&gt; AD read permissions fails with error 400, Invalid object identifier &#39;null&#39; - any ideas?",True,1634201835,2021-10-14,2021,10,1,0,46,"['azure', 'azure-active-directory', 'azure-sql-managed-instance']",202110,Azure SQL Managed Instance
Azure Data Factory Managed Instance -&gt; Snowflake text with escape characters,False,1634814295,2021-10-21,2021,10,1,2,49,"['snowflake-cloud-data-platform', 'azure-data-factory', 'azure-sql-managed-instance']",202110,Azure SQL Managed Instance
Loosing the SQL Server Connection after a few minutes,False,1635251548,2021-10-26,2021,10,0,0,17,"['odbc', 'ssms', 'database-connection', 'azure-sql-managed-instance']",202110,Azure SQL Managed Instance
How to delegate a subnet for Azure SQL Managed Instance in Pulumi C#,True,1637254782,2021-11-18,2021,11,1,0,33,"['azure', 'pulumi', 'azure-sql-managed-instance']",202111,Azure SQL Managed Instance
Managed Instance deployment failed due to error related to preparation of network intent policy,True,1637285005,2021-11-19,2021,11,1,0,86,"['azure', 'pulumi', 'azure-sql-managed-instance']",202111,Azure SQL Managed Instance
Pulumi stack update failed due to operation timed out error,True,1637938399,2021-11-26,2021,11,1,1,31,"['azure', 'pulumi', 'azure-sql-managed-instance']",202111,Azure SQL Managed Instance
Connect to Azure Sql Managed Instance from on-premise SSMS,True,1638109784,2021-11-28,2021,11,1,0,34,"['azure', 'azure-sql-managed-instance']",202111,Azure SQL Managed Instance
SQL Database Managed Instance file name change,False,1639492437,2021-12-14,2021,12,0,1,21,"['sql-server', 'azure-sql-managed-instance']",202112,Azure SQL Managed Instance
